22	22:56020	19:122	UDP	1024	250	41.0	40.0	100.0	100.0	0.3
22	22:62901	3:93	UDP	1024	250	13.0	42.0	100.0	100.0	0.3
10	10:63309	12:1631	UDP	1024	250	25.0	46.0	100.0	100.0	0.3
29	29:60449	21:206	UDP	1024	250	38.0	38.0	100.0	100.0	0.3
13	13:55486	25:2793	UDP	1024	250	27.0	41.0	100.0	100.0	0.3
12	12:52158	3:702	UDP	1024	250	44.0	49.0	100.0	100.0	0.3
3	3:55338	4:853	UDP	1024	250	24.0	26.0	100.0	100.0	0.3
24	24:64619	6:3677	UDP	1024	250	13.0	36.0	100.0	100.0	0.3
12	12:51521	26:4001	UDP	1024	250	10.0	39.0	100.0	100.0	0.3
1	1:60337	20:4521	UDP	1024	250	17.0	29.0	100.0	100.0	0.3
23	23:56776	28:287	UDP	1024	250	32.0	25.0	100.0	100.0	0.3
30	30:55203	9:1231	UDP	1024	250	49.0	37.0	100.0	100.0	0.3
15	15:60839	5:4803	UDP	1024	250	20.0	34.0	100.0	100.0	0.3
25	25:58971	16:486	UDP	1024	250	20.0	36.0	100.0	100.0	0.3
