30	30:51878	29:3698	UDP	1024	250	35.0	50.0	100.0	100.0	0.3
2	2:61992	17:2286	UDP	1024	250	14.0	33.0	100.0	100.0	0.3
29	29:53369	22:4041	UDP	1024	250	19.0	36.0	100.0	100.0	0.3
11	11:51684	30:4906	UDP	1024	250	38.0	38.0	100.0	100.0	0.3
16	16:56361	21:941	UDP	1024	250	26.0	47.0	100.0	100.0	0.3
2	2:59976	5:1575	UDP	1024	250	21.0	39.0	100.0	100.0	0.3
21	21:54340	22:2315	UDP	1024	250	24.0	35.0	100.0	100.0	0.3
12	12:55758	17:4877	UDP	1024	250	21.0	27.0	100.0	100.0	0.3
6	6:51861	25:4242	UDP	1024	250	45.0	49.0	100.0	100.0	0.3
16	16:64498	20:2214	UDP	1024	250	48.0	44.0	100.0	100.0	0.3
18	18:50008	9:864	UDP	1024	250	40.0	46.0	100.0	100.0	0.3
