5	5:61388	12:4965	UDP	1024	250	30.0	26.0	100.0	100.0	0.3
16	16:57954	12:3332	UDP	1024	250	43.0	46.0	100.0	100.0	0.3
27	27:63739	21:4105	UDP	1024	250	20.0	35.0	100.0	100.0	0.3
3	3:64164	26:4259	UDP	1024	250	46.0	48.0	100.0	100.0	0.3
15	15:61668	18:2058	UDP	1024	250	15.0	27.0	100.0	100.0	0.3
2	2:60746	5:4244	UDP	1024	250	41.0	36.0	100.0	100.0	0.3
5	5:54754	15:2683	UDP	1024	250	40.0	34.0	100.0	100.0	0.3
29	29:57273	20:3274	UDP	1024	250	15.0	40.0	100.0	100.0	0.3
27	27:62897	16:810	UDP	1024	250	50.0	44.0	100.0	100.0	0.3
26	26:57494	14:1494	UDP	1024	250	29.0	47.0	100.0	100.0	0.3
9	9:61551	10:2703	UDP	1024	250	29.0	39.0	100.0	100.0	0.3
8	8:60226	15:1428	UDP	1024	250	49.0	49.0	100.0	100.0	0.3
1	1:61394	19:4668	UDP	1024	250	13.0	41.0	100.0	100.0	0.3
29	29:55973	2:3349	UDP	1024	250	36.0	27.0	100.0	100.0	0.3
