1	1:56525	4:34	UDP	1024	250	30.0	59.0	100.0	100.0	0.3
28	28:50629	5:3044	UDP	1024	250	28.0	64.0	100.0	100.0	0.3
29	29:62338	27:3301	UDP	1024	250	29.0	58.0	100.0	100.0	0.3
10	10:64978	21:1768	UDP	1024	250	17.0	65.0	100.0	100.0	0.3
30	30:55735	11:2835	UDP	1024	250	35.0	59.0	100.0	100.0	0.3
16	16:61450	11:1463	UDP	1024	250	20.0	58.0	100.0	100.0	0.3
8	8:61900	16:2458	UDP	1024	250	15.0	65.0	100.0	100.0	0.3
30	30:53156	8:1773	UDP	1024	250	20.0	52.0	100.0	100.0	0.3
5	5:62808	8:4747	UDP	1024	250	20.0	58.0	100.0	100.0	0.3
28	28:56370	8:46	UDP	1024	250	31.0	58.0	100.0	100.0	0.3
29	29:55131	26:134	UDP	1024	250	13.0	61.0	100.0	100.0	0.3
5	5:59955	16:1593	UDP	1024	250	27.0	60.0	100.0	100.0	0.3
16	16:56777	2:4141	UDP	1024	250	13.0	65.0	100.0	100.0	0.3
12	12:60868	5:2214	UDP	1024	250	30.0	54.0	100.0	100.0	0.3
13	13:61853	22:3852	UDP	1024	250	10.0	53.0	100.0	100.0	0.3
20	20:51516	21:354	UDP	1024	250	31.0	63.0	100.0	100.0	0.3
27	27:54129	5:3838	UDP	1024	250	16.0	50.0	100.0	100.0	0.3
10	10:58953	5:2787	UDP	1024	250	32.0	59.0	100.0	100.0	0.3
19	19:60640	18:158	UDP	1024	250	19.0	57.0	100.0	100.0	0.3
21	21:59565	8:541	UDP	1024	250	14.0	55.0	100.0	100.0	0.3
25	25:55220	19:4909	UDP	1024	250	31.0	63.0	100.0	100.0	0.3
22	22:57308	2:3502	UDP	1024	250	28.0	54.0	100.0	100.0	0.3
29	29:62907	10:3544	UDP	1024	250	29.0	58.0	100.0	100.0	0.3
