19	19:54898	1:3855	UDP	1024	250	13.0	60.0	100.0	100.0	0.3
19	19:57607	6:3717	UDP	1024	250	22.0	63.0	100.0	100.0	0.3
30	30:54955	23:3094	UDP	1024	250	28.0	64.0	100.0	100.0	0.3
20	20:57616	12:2412	UDP	1024	250	29.0	53.0	100.0	100.0	0.3
29	29:58271	4:2674	UDP	1024	250	33.0	54.0	100.0	100.0	0.3
29	29:53289	12:1349	UDP	1024	250	24.0	63.0	100.0	100.0	0.3
2	2:59623	17:4848	UDP	1024	250	32.0	58.0	100.0	100.0	0.3
6	6:58536	12:3260	UDP	1024	250	12.0	63.0	100.0	100.0	0.3
14	14:57465	19:2869	UDP	1024	250	35.0	63.0	100.0	100.0	0.3
21	21:55135	15:4367	UDP	1024	250	28.0	64.0	100.0	100.0	0.3
2	2:60769	30:2034	UDP	1024	250	10.0	60.0	100.0	100.0	0.3
2	2:62905	18:2426	UDP	1024	250	24.0	59.0	100.0	100.0	0.3
30	30:60231	3:3069	UDP	1024	250	27.0	58.0	100.0	100.0	0.3
6	6:59758	13:2724	UDP	1024	250	14.0	54.0	100.0	100.0	0.3
22	22:64548	19:1787	UDP	1024	250	32.0	64.0	100.0	100.0	0.3
23	23:53055	28:3642	UDP	1024	250	23.0	57.0	100.0	100.0	0.3
3	3:50044	15:1581	UDP	1024	250	30.0	63.0	100.0	100.0	0.3
29	29:57313	16:2650	UDP	1024	250	30.0	54.0	100.0	100.0	0.3
