6	6:53134	15:317	UDP	1024	250	33.0	25.0	100.0	100.0	0.3
3	3:50443	5:3881	UDP	1024	250	28.0	35.0	100.0	100.0	0.3
4	4:64933	27:707	UDP	1024	250	10.0	50.0	100.0	100.0	0.3
6	6:59992	1:4100	UDP	1024	250	21.0	46.0	100.0	100.0	0.3
14	14:53637	18:4464	UDP	1024	250	12.0	38.0	100.0	100.0	0.3
23	23:51966	4:4794	UDP	1024	250	42.0	39.0	100.0	100.0	0.3
5	5:58740	1:4969	UDP	1024	250	17.0	49.0	100.0	100.0	0.3
6	6:54994	13:1636	UDP	1024	250	20.0	36.0	100.0	100.0	0.3
30	30:62296	2:216	UDP	1024	250	19.0	28.0	100.0	100.0	0.3
26	26:57315	17:415	UDP	1024	250	49.0	37.0	100.0	100.0	0.3
5	5:53940	9:331	UDP	1024	250	47.0	25.0	100.0	100.0	0.3
28	28:54443	21:1680	UDP	1024	250	25.0	39.0	100.0	100.0	0.3
21	21:57009	9:3505	UDP	1024	250	47.0	42.0	100.0	100.0	0.3
