1	1:60495	24:3881	UDP	1024	250	26.0	39.0	100.0	100.0	0.3
9	9:58209	19:2463	UDP	1024	250	25.0	50.0	100.0	100.0	0.3
10	10:63204	20:4532	UDP	1024	250	44.0	50.0	100.0	100.0	0.3
27	27:62144	19:1628	UDP	1024	250	50.0	30.0	100.0	100.0	0.3
29	29:65528	15:4433	UDP	1024	250	10.0	30.0	100.0	100.0	0.3
16	16:53773	1:1296	UDP	1024	250	12.0	34.0	100.0	100.0	0.3
11	11:54141	7:1637	UDP	1024	250	23.0	43.0	100.0	100.0	0.3
6	6:56486	8:3859	UDP	1024	250	27.0	37.0	100.0	100.0	0.3
18	18:54779	12:4833	UDP	1024	250	27.0	37.0	100.0	100.0	0.3
1	1:55358	19:3550	UDP	1024	250	44.0	36.0	100.0	100.0	0.3
14	14:52768	25:2942	UDP	1024	250	38.0	38.0	100.0	100.0	0.3
20	20:61533	27:4115	UDP	1024	250	43.0	29.0	100.0	100.0	0.3
