13	13:58631	27:4545	UDP	1024	250	16.0	28.0	100.0	100.0	0.3
2	2:54027	7:3456	UDP	1024	250	40.0	49.0	100.0	100.0	0.3
5	5:65399	11:2041	UDP	1024	250	21.0	27.0	100.0	100.0	0.3
11	11:54215	6:912	UDP	1024	250	21.0	30.0	100.0	100.0	0.3
18	18:56492	3:1734	UDP	1024	250	37.0	49.0	100.0	100.0	0.3
26	26:58555	1:1797	UDP	1024	250	31.0	47.0	100.0	100.0	0.3
20	20:55329	10:3906	UDP	1024	250	13.0	43.0	100.0	100.0	0.3
1	1:62038	13:3150	UDP	1024	250	18.0	44.0	100.0	100.0	0.3
9	9:62956	3:3210	UDP	1024	250	11.0	50.0	100.0	100.0	0.3
2	2:59997	13:935	UDP	1024	250	30.0	48.0	100.0	100.0	0.3
11	11:52986	18:1404	UDP	1024	250	38.0	46.0	100.0	100.0	0.3
23	23:62615	28:4083	UDP	1024	250	30.0	40.0	100.0	100.0	0.3
