22	22:60496	12:4250	UDP	1024	250	35.0	55.0	100.0	100.0	0.3
19	19:55561	29:4452	UDP	1024	250	28.0	53.0	100.0	100.0	0.3
30	30:64044	11:4946	UDP	1024	250	28.0	50.0	100.0	100.0	0.3
14	14:63942	27:145	UDP	1024	250	26.0	62.0	100.0	100.0	0.3
29	29:52551	24:2642	UDP	1024	250	30.0	61.0	100.0	100.0	0.3
9	9:50266	23:218	UDP	1024	250	17.0	60.0	100.0	100.0	0.3
15	15:55338	23:1089	UDP	1024	250	20.0	51.0	100.0	100.0	0.3
23	23:58108	13:2468	UDP	1024	250	17.0	63.0	100.0	100.0	0.3
14	14:50941	1:1968	UDP	1024	250	32.0	62.0	100.0	100.0	0.3
1	1:64751	4:4938	UDP	1024	250	15.0	53.0	100.0	100.0	0.3
25	25:63779	12:2588	UDP	1024	250	30.0	60.0	100.0	100.0	0.3
28	28:51636	8:1458	UDP	1024	250	26.0	57.0	100.0	100.0	0.3
12	12:53567	5:3487	UDP	1024	250	11.0	50.0	100.0	100.0	0.3
26	26:61888	24:1760	UDP	1024	250	30.0	51.0	100.0	100.0	0.3
4	4:52383	28:1533	UDP	1024	250	25.0	51.0	100.0	100.0	0.3
3	3:65433	29:1446	UDP	1024	250	24.0	56.0	100.0	100.0	0.3
27	27:62528	14:4690	UDP	1024	250	27.0	55.0	100.0	100.0	0.3
21	21:50152	26:1245	UDP	1024	250	15.0	63.0	100.0	100.0	0.3
27	27:61345	8:706	UDP	1024	250	23.0	50.0	100.0	100.0	0.3
4	4:64236	21:4418	UDP	1024	250	30.0	63.0	100.0	100.0	0.3
5	5:55242	10:4654	UDP	1024	250	21.0	52.0	100.0	100.0	0.3
9	9:52062	14:715	UDP	1024	250	24.0	56.0	100.0	100.0	0.3
17	17:54753	28:930	UDP	1024	250	31.0	60.0	100.0	100.0	0.3
16	16:62904	24:1445	UDP	1024	250	13.0	53.0	100.0	100.0	0.3
28	28:51963	18:4472	UDP	1024	250	16.0	59.0	100.0	100.0	0.3
12	12:53420	28:1252	UDP	1024	250	16.0	56.0	100.0	100.0	0.3
7	7:59753	5:1549	UDP	1024	250	16.0	64.0	100.0	100.0	0.3
