2	2:55417	16:663	UDP	1024	250	22.0	50.0	100.0	100.0	0.3
16	16:58952	13:2009	UDP	1024	250	14.0	59.0	100.0	100.0	0.3
29	29:60287	5:4235	UDP	1024	250	27.0	65.0	100.0	100.0	0.3
25	25:55229	15:595	UDP	1024	250	21.0	52.0	100.0	100.0	0.3
7	7:63096	16:1014	UDP	1024	250	29.0	50.0	100.0	100.0	0.3
3	3:61702	21:4874	UDP	1024	250	17.0	54.0	100.0	100.0	0.3
8	8:57540	13:714	UDP	1024	250	12.0	65.0	100.0	100.0	0.3
20	20:52305	3:2739	UDP	1024	250	14.0	56.0	100.0	100.0	0.3
8	8:56359	19:3679	UDP	1024	250	28.0	55.0	100.0	100.0	0.3
18	18:61410	5:3767	UDP	1024	250	30.0	55.0	100.0	100.0	0.3
22	22:55416	25:1658	UDP	1024	250	23.0	55.0	100.0	100.0	0.3
14	14:51242	2:3065	UDP	1024	250	16.0	61.0	100.0	100.0	0.3
25	25:56010	12:1463	UDP	1024	250	14.0	57.0	100.0	100.0	0.3
25	25:53938	18:4359	UDP	1024	250	17.0	62.0	100.0	100.0	0.3
29	29:54782	18:418	UDP	1024	250	31.0	54.0	100.0	100.0	0.3
19	19:58456	17:2804	UDP	1024	250	26.0	58.0	100.0	100.0	0.3
29	29:62243	14:1800	UDP	1024	250	17.0	61.0	100.0	100.0	0.3
2	2:53377	24:3496	UDP	1024	250	18.0	58.0	100.0	100.0	0.3
4	4:60572	3:3251	UDP	1024	250	15.0	54.0	100.0	100.0	0.3
18	18:57276	28:3080	UDP	1024	250	16.0	61.0	100.0	100.0	0.3
17	17:60370	25:3060	UDP	1024	250	24.0	53.0	100.0	100.0	0.3
1	1:50347	10:1380	UDP	1024	250	32.0	54.0	100.0	100.0	0.3
13	13:61203	1:1998	UDP	1024	250	12.0	52.0	100.0	100.0	0.3
26	26:61647	11:2954	UDP	1024	250	20.0	54.0	100.0	100.0	0.3
3	3:62233	27:4535	UDP	1024	250	11.0	62.0	100.0	100.0	0.3
21	21:61465	8:813	UDP	1024	250	19.0	64.0	100.0	100.0	0.3
19	19:61653	24:3148	UDP	1024	250	32.0	51.0	100.0	100.0	0.3
9	9:56351	17:3898	UDP	1024	250	11.0	61.0	100.0	100.0	0.3
1	1:65146	2:4719	UDP	1024	250	19.0	59.0	100.0	100.0	0.3
